address,country,province,citycode,city,district,location,long,lat
上海市浦东新区沪东新村,中国,上海市,21.0,上海市,浦东新区,"121.583244,31.270589",121.583244,31.270589
上海市浦东新区妙境北路323号,中国,上海市,21.0,上海市,浦东新区,"121.687067,31.204809",121.687067,31.204809
上海市浦东新区南塘村顾家宅,中国,上海市,21.0,上海市,浦东新区,"121.568585,31.342882",121.568585,31.342882
上海市浦东新区靖海南路567弄,中国,上海市,21.0,上海市,浦东新区,"121.768813,31.032159",121.768813,31.032159
上海市浦东新区潍坊七村,中国,上海市,21.0,上海市,浦东新区,"121.522020,31.223705",121.52202,31.223705
上海市浦东新区银冬路568号,中国,上海市,21.0,上海市,浦东新区,"121.635977,31.204931",121.635977,31.204931
上海市浦东新区江绣路633弄,中国,上海市,21.0,上海市,浦东新区,"121.739267,31.168556",121.739267,31.168556
上海市浦东新区国展路1776号工地生活区,中国,上海市,21.0,上海市,黄浦区,"121.490505,31.200470",121.490505,31.20047
上海市浦东新区沈家弄路801弄,中国,上海市,21.0,上海市,浦东新区,"121.550472,31.236543",121.550472,31.236543
上海市浦东新区鹏飞路411弄,中国,上海市,21.0,上海市,浦东新区,"121.555994,31.170662",121.555994,31.170662
上海市浦东新区航鹤路1858弄,中国,上海市,21.0,上海市,浦东新区,"121.585531,31.050358",121.585531,31.050358
上海市浦东新区中界村陈家队陈家宅,中国,上海市,21.0,上海市,浦东新区,"121.565209,31.176723",121.565209,31.176723
上海市浦东新区卫行村朱家队朱家宅,中国,上海市,21.0,上海市,浦东新区,"121.580461,31.162164",121.580461,31.162164
上海市浦东新区浦电路149弄,中国,上海市,21.0,上海市,浦东新区,"121.520963,31.218416",121.520963,31.218416
上海市浦东新区一心村,中国,上海市,21.0,上海市,浦东新区,"121.682249,31.243624",121.682249,31.243624
上海市浦东新区洪山路1889弄,中国,上海市,21.0,上海市,浦东新区,"121.511499,31.149674",121.511499,31.149674
上海市浦东新区苗圃路400弄,中国,上海市,21.0,上海市,浦东新区,"121.551027,31.239705",121.551027,31.239705
上海市浦东新区莲振路269号,中国,上海市,21.0,上海市,浦东新区,"121.567684,31.167969",121.567684,31.167969
上海市浦东新区上南路3827弄,中国,上海市,21.0,上海市,浦东新区,"121.506996,31.152259",121.506996,31.152259
上海市浦东新区云山路1415弄,中国,上海市,21.0,上海市,浦东新区,"121.576693,31.243242",121.576693,31.243242
上海市浦东新区康沈路465弄,中国,上海市,21.0,上海市,浦东新区,"121.572969,31.138156",121.572969,31.138156
上海市浦东新区杨思路502弄,中国,上海市,21.0,上海市,浦东新区,"121.494705,31.160880",121.494705,31.16088
上海市浦东新区华夏二路1255弄,中国,上海市,21.0,上海市,浦东新区,"121.692277,31.176512",121.692277,31.176512
上海市浦东新区关岳路181弄,中国,上海市,21.0,上海市,浦东新区,"121.586714,31.119844",121.586714,31.119844
上海市浦东新区长岛路1560弄,中国,上海市,21.0,上海市,浦东新区,"121.600996,31.264129",121.600996,31.264129
上海市浦东新区金桥路530弄,中国,上海市,21.0,上海市,浦东新区,"121.574344,31.261570",121.574344,31.26157
上海市浦东新区灵岩南路1065号,中国,上海市,21.0,上海市,浦东新区,"121.499901,31.142929",121.499901,31.142929
上海市浦东新区创新中路380弄,中国,上海市,21.0,上海市,浦东新区,"121.666024,31.207573",121.666024,31.207573
上海市浦东新区御青路918弄,中国,上海市,21.0,上海市,浦东新区,"121.570753,31.152783",121.570753,31.152783
上海市浦东新区五星村三联队黄家宅,中国,上海市,21.0,上海市,浦东新区,"121.570910,31.182043",121.57091,31.182043
上海市浦东新区天花庵村芦家队芦家油车,中国,上海市,21.0,上海市,浦东新区,"121.526629,31.124134",121.526629,31.124134
上海市浦东新区施湾二路766弄,中国,上海市,21.0,上海市,浦东新区,"121.745745,31.146549",121.745745,31.146549
上海市浦东新区光明村,中国,上海市,21.0,上海市,浦东新区,"121.658468,31.290572",121.658468,31.290572
上海市浦东新区浦东大道1097号,中国,上海市,21.0,上海市,浦东新区,"121.530893,31.242775",121.530893,31.242775
上海市浦东新区联勤村冯桥队冯家宅,中国,上海市,21.0,上海市,浦东新区,"121.550397,31.164732",121.550397,31.164732
上海市浦东新区启明村,中国,上海市,21.0,上海市,浦东新区,"121.694654,31.276764",121.694654,31.276764
上海市浦东新区陈胡村,中国,上海市,21.0,上海市,浦东新区,"121.769073,31.194157",121.769073,31.194157
上海市浦东新区园洲路189弄,中国,上海市,21.0,上海市,浦东新区,"121.636139,31.315480",121.636139,31.31548
上海市浦东新区南码头路1349弄,中国,上海市,21.0,上海市,浦东新区,"121.516856,31.182883",121.516856,31.182883
上海市浦东新区卫行村张浜队顾家宅,中国,上海市,21.0,上海市,浦东新区,"121.576250,31.187929",121.57625,31.187929
上海市浦东新区康杉路359弄,中国,上海市,21.0,上海市,浦东新区,"121.559298,31.156579",121.559298,31.156579
上海市浦东新区前进村东窑队南李家宅,中国,上海市,21.0,上海市,奉贤区,"121.660897,30.983312",121.660897,30.983312
上海市浦东新区下南路370弄,中国,上海市,21.0,上海市,浦东新区,"121.540570,31.168997",121.54057,31.168997
上海市浦东新区川周公路4318弄,中国,上海市,21.0,上海市,浦东新区,"121.581043,31.120704",121.581043,31.120704
上海市浦东新区林德路718弄,中国,上海市,21.0,上海市,浦东新区,"121.509705,31.129818",121.509705,31.129818
上海市浦东新区五莲路1047弄,中国,上海市,21.0,上海市,浦东新区,"121.594585,31.271635",121.594585,31.271635
上海市浦东新区罗山路1700弄,中国,上海市,21.0,上海市,浦东新区,"121.568831,31.224920",121.568831,31.22492
上海市浦东新区上南路3521号,中国,上海市,21.0,上海市,浦东新区,"121.503569,31.155239",121.503569,31.155239
上海市浦东新区下南路320弄,中国,上海市,21.0,上海市,浦东新区,"121.540537,31.168696",121.540537,31.168696
上海市浦东新区东方路3344弄,中国,上海市,21.0,上海市,浦东新区,"121.513979,31.193495",121.513979,31.193495
上海市浦东新区环东中心村,中国,上海市,21.0,上海市,浦东新区,"121.643934,31.179506",121.643934,31.179506
上海市浦东新区博山路12弄,中国,上海市,21.0,上海市,浦东新区,"121.555941,31.246540",121.555941,31.24654
上海市浦东新区博华路999弄,中国,上海市,21.0,上海市,浦东新区,"121.550815,31.170548",121.550815,31.170548
上海市浦东新区柳埠路135弄,中国,上海市,21.0,上海市,浦东新区,"121.582631,31.262649",121.582631,31.262649
上海市浦东新区瑞意路399弄,中国,上海市,21.0,上海市,浦东新区,"121.589126,31.094378",121.589126,31.094378
上海市浦东新区德州路255弄,中国,上海市,21.0,上海市,浦东新区,"121.490985,31.170529",121.490985,31.170529
上海市浦东新区金业路72号,中国,上海市,21.0,上海市,浦东新区,"121.589651,31.253719",121.589651,31.253719
上海市浦东新区灵山路1390弄,中国,上海市,21.0,上海市,浦东新区,"121.562242,31.236092",121.562242,31.236092
上海市浦东新区银峰路676弄,中国,上海市,21.0,上海市,浦东新区,"121.678224,31.263027",121.678224,31.263027
上海市浦东新区城南村一队朱家宅,中国,上海市,21.0,上海市,浦东新区,"121.699489,31.187777",121.699489,31.187777
上海市浦东新区东方路573弄,中国,上海市,21.0,上海市,浦东新区,"121.524349,31.233119",121.524349,31.233119
上海市浦东新区临江村王家宅,中国,上海市,21.0,上海市,浦东新区,"121.680159,31.166252",121.680159,31.166252
上海市浦东新区周市路380弄,中国,上海市,21.0,上海市,浦东新区,"121.581879,31.116880",121.581879,31.11688
上海市浦东新区海春路65弄,中国,上海市,21.0,上海市,浦东新区,"121.585492,31.350258",121.585492,31.350258
上海市浦东新区秀龙村,中国,上海市,21.0,上海市,浦东新区,"121.562722,31.126242",121.562722,31.126242
上海市浦东新区瑞浦路77弄,中国,上海市,21.0,上海市,浦东新区,"121.585130,31.098310",121.58513,31.09831
上海市浦东新区康弘路508弄,中国,上海市,21.0,上海市,浦东新区,"121.600430,31.124160",121.60043,31.12416
上海市浦东新区柳埠路142弄,中国,上海市,21.0,上海市,浦东新区,"121.582328,31.262974",121.582328,31.262974
上海市浦东新区钱堂村,中国,上海市,21.0,上海市,浦东新区,"121.608091,31.157408",121.608091,31.157408
上海市浦东新区碧云路86弄,中国,上海市,21.0,上海市,浦东新区,"121.574044,31.235155",121.574044,31.235155
上海市浦东新区浦东大道2639弄,中国,上海市,21.0,上海市,浦东新区,"121.568316,31.264496",121.568316,31.264496
上海市浦东新区华夏西路5778号,中国,上海市,21.0,上海市,浦东新区,"121.581067,31.165594",121.581067,31.165594
上海市浦东新区莲安西路123弄,中国,上海市,21.0,上海市,浦东新区,"121.553298,31.177470",121.553298,31.17747
上海市浦东新区东陆路429弄,中国,上海市,21.0,上海市,浦东新区,"121.586230,31.280011",121.58623,31.280011
上海市浦东新区商城路1177弄,中国,上海市,21.0,上海市,浦东新区,"121.526311,31.235473",121.526311,31.235473
上海市浦东新区高青路4567弄,中国,上海市,21.0,上海市,浦东新区,"121.562321,31.171796",121.562321,31.171796
上海市浦东新区康士路15弄,中国,上海市,21.0,上海市,浦东新区,"121.567239,31.148158",121.567239,31.148158
上海市浦东新区金口路471弄,中国,上海市,21.0,上海市,浦东新区,"121.582827,31.246236",121.582827,31.246236
上海市浦东新区周秀路118弄,中国,上海市,21.0,上海市,浦东新区,"121.605070,31.099731",121.60507,31.099731
上海市浦东新区严杨路45弄,中国,上海市,21.0,上海市,浦东新区,"121.527409,31.194488",121.527409,31.194488
上海市浦东新区浦东大道1623弄,中国,上海市,21.0,上海市,浦东新区,"121.542602,31.246453",121.542602,31.246453
上海市浦东新区兰陵路24弄,中国,上海市,21.0,上海市,浦东新区,"121.516006,31.194909",121.516006,31.194909
上海市浦东新区南新村西钟家宅,中国,上海市,21.0,上海市,浦东新区,"121.788700,30.871710",121.7887,30.87171
上海市浦东新区长岛路825弄,中国,上海市,21.0,上海市,浦东新区,"121.588783,31.260523",121.588783,31.260523
上海市浦东新区板泉路2000弄,中国,上海市,21.0,上海市,浦东新区,"121.532012,31.165295",121.532012,31.165295
上海市浦东新区东陆路1018弄,中国,上海市,21.0,上海市,浦东新区,"121.591748,31.272918",121.591748,31.272918
上海市浦东新区周康路169号,中国,上海市,21.0,上海市,浦东新区,"121.572730,31.108404",121.57273,31.108404
上海市浦东新区杨高北路3885弄,中国,上海市,21.0,上海市,浦东新区,"121.606659,31.285704",121.606659,31.285704
上海市浦东新区鹤永路751弄,中国,上海市,21.0,上海市,浦东新区,"121.604858,31.071962",121.604858,31.071962
上海市浦东新区周园路1680弄,中国,上海市,21.0,上海市,浦东新区,"121.594155,31.115624",121.594155,31.115624
上海市浦东新区霞玉路436弄,中国,上海市,21.0,上海市,徐汇区,"121.435979,31.146977",121.435979,31.146977
上海市浦东新区盛荣路288弄,中国,上海市,21.0,上海市,浦东新区,"121.605680,31.172576",121.60568,31.172576
上海市浦东新区御青路56弄,中国,上海市,21.0,上海市,浦东新区,"121.570727,31.161038",121.570727,31.161038
上海市浦东新区杨莲路310弄,中国,上海市,21.0,上海市,浦东新区,"121.549940,31.165020",121.54994,31.16502
上海市浦东新区红星村一队张家宅,中国,上海市,21.0,上海市,浦东新区,"121.548341,31.166473",121.548341,31.166473
上海市浦东新区康弘路515弄,中国,上海市,21.0,上海市,浦东新区,"121.599065,31.121969",121.599065,31.121969
上海市浦东新区绿林路320弄,中国,上海市,21.0,上海市,浦东新区,"121.547916,31.169120",121.547916,31.16912
上海市浦东新区德州路465弄,中国,上海市,21.0,上海市,浦东新区,"121.481878,31.166633",121.481878,31.166633
上海市浦东新区枣庄路998弄,中国,上海市,21.0,上海市,浦东新区,"121.583595,31.248108",121.583595,31.248108
上海市浦东新区航绣路50弄,中国,上海市,21.0,上海市,浦东新区,"121.596652,31.070947",121.596652,31.070947
上海市浦东新区金晓路96弄,中国,上海市,21.0,上海市,浦东新区,"121.674740,31.277368",121.67474,31.277368
上海市浦东新区韩荡村南曹家宅,中国,上海市,21.0,上海市,浦东新区,"121.661362,31.204384",121.661362,31.204384
上海市浦东新区张家桥村,中国,上海市,21.0,上海市,浦东新区,"121.686780,31.037024",121.68678,31.037024
上海市浦东新区莲振路298号,中国,上海市,21.0,上海市,浦东新区,"121.569481,31.167719",121.569481,31.167719
上海市浦东新区寿光路78弄,中国,上海市,21.0,上海市,浦东新区,"121.585216,31.272947",121.585216,31.272947
上海市浦东新区川沙路1215号,中国,上海市,21.0,上海市,浦东新区,"121.677609,31.262632",121.677609,31.262632
上海市浦东新区芳华路478弄,中国,上海市,21.0,上海市,浦东新区,"121.560471,31.195862",121.560471,31.195862
上海市浦东新区周星路500弄,中国,上海市,21.0,上海市,浦东新区,"121.579598,31.100886",121.579598,31.100886
上海市浦东新区利津路1111弄,中国,上海市,21.0,上海市,浦东新区,"121.592684,31.277254",121.592684,31.277254
上海市浦东新区兰谷路1888弄,中国,上海市,21.0,上海市,浦东新区,"121.596728,31.312035",121.596728,31.312035
上海市浦东新区光泽路428弄,中国,上海市,21.0,上海市,浦东新区,"121.620515,31.326302",121.620515,31.326302
上海市浦东新区金台路200弄,中国,上海市,21.0,上海市,浦东新区,"121.586981,31.250724",121.586981,31.250724
上海市浦东新区胶东路818弄,中国,上海市,21.0,上海市,浦东新区,"121.600599,31.260140",121.600599,31.26014
上海市浦东新区永泰路775弄,中国,上海市,21.0,上海市,浦东新区,"121.520699,31.141747",121.520699,31.141747
上海市浦东新区翔川路458弄,中国,上海市,21.0,上海市,浦东新区,"121.694432,31.182378",121.694432,31.182378
上海市浦东新区乳山路161弄,中国,上海市,21.0,上海市,浦东新区,"121.521670,31.235696",121.52167,31.235696
上海市浦东新区博山东路41弄,中国,上海市,21.0,上海市,浦东新区,"121.559620,31.247532",121.55962,31.247532
上海市浦东新区东陆路1182弄,中国,上海市,21.0,上海市,浦东新区,"121.596494,31.271510",121.596494,31.27151
上海市浦东新区莲安西路125弄,中国,上海市,21.0,上海市,浦东新区,"121.553344,31.179253",121.553344,31.179253
上海市浦东新区巨峰路667弄,中国,上海市,21.0,上海市,浦东新区,"121.600857,31.282381",121.600857,31.282381
上海市浦东新区一六村赵家队南赵家宅,中国,上海市,21.0,上海市,浦东新区,"121.825174,31.037355",121.825174,31.037355
上海市浦东新区张杨路1269弄,中国,上海市,21.0,上海市,浦东新区,"121.532196,31.233165",121.532196,31.233165
上海市浦东新区海阳路1080弄,中国,上海市,21.0,上海市,浦东新区,"121.507280,31.156474",121.50728,31.156474
上海市浦东新区联合村西柴场,中国,上海市,21.0,上海市,浦东新区,"121.672887,31.296697",121.672887,31.296697
上海市浦东新区上南路7992弄,中国,上海市,21.0,上海市,浦东新区,"121.574500,31.118784",121.5745,31.118784
上海市浦东新区果园村,中国,上海市,21.0,上海市,浦东新区,"121.702784,31.108305",121.702784,31.108305
上海市浦东新区博华路1018弄,中国,上海市,21.0,上海市,浦东新区,"121.551099,31.170366",121.551099,31.170366
上海市浦东新区柳埠路196弄,中国,上海市,21.0,上海市,浦东新区,"121.583068,31.264022",121.583068,31.264022
上海市浦东新区福山路40弄,中国,上海市,21.0,上海市,浦东新区,"121.523844,31.237227",121.523844,31.237227
上海市浦东新区南桥路237弄,中国,上海市,21.0,上海市,浦东新区,"121.708571,31.191466",121.708571,31.191466
上海市浦东新区横桥路136弄,中国,上海市,21.0,上海市,浦东新区,"121.575657,31.107924",121.575657,31.107924
上海市浦东新区双桥路180弄,中国,上海市,21.0,上海市,浦东新区,"121.592709,31.285617",121.592709,31.285617
上海市浦东新区浦东大道501弄,中国,上海市,21.0,上海市,浦东新区,"121.518095,31.242792",121.518095,31.242792
上海市浦东新区莲园路18弄,中国,上海市,21.0,上海市,浦东新区,"121.542384,31.183595",121.542384,31.183595
上海市浦东新区张杨北路555弄,中国,上海市,21.0,上海市,浦东新区,"121.586138,31.268382",121.586138,31.268382
上海市浦东新区五莲路959弄,中国,上海市,21.0,上海市,浦东新区,"121.593578,31.272176",121.593578,31.272176
上海市浦东新区丁香路1089弄,中国,上海市,21.0,上海市,浦东新区,"121.554397,31.228349",121.554397,31.228349
上海市浦东新区周秀路516弄,中国,上海市,21.0,上海市,浦东新区,"121.606837,31.096492",121.606837,31.096492
上海市浦东新区陈春路620弄,中国,上海市,21.0,上海市,浦东新区,"121.546478,31.173033",121.546478,31.173033
上海市浦东新区上南路3333弄,中国,上海市,21.0,上海市,浦东新区,"121.501525,31.160107",121.501525,31.160107
上海市浦东新区罗山路5011号,中国,上海市,21.0,上海市,浦东新区,"121.587482,31.166436",121.587482,31.166436
上海市浦东新区招远路19弄,中国,上海市,21.0,上海市,浦东新区,"121.515125,31.236914",121.515125,31.236914
上海市浦东新区蒋桥村,中国,上海市,21.0,上海市,浦东新区,"121.661042,31.047168",121.661042,31.047168
上海市浦东新区五星村陈家队奚家宅,中国,上海市,21.0,上海市,浦东新区,"121.550453,31.156231",121.550453,31.156231
上海市浦东新区芳甸路333弄,中国,上海市,21.0,上海市,浦东新区,"121.560701,31.224635",121.560701,31.224635
上海市浦东新区博兴路462弄,中国,上海市,21.0,上海市,浦东新区,"121.581597,31.265408",121.581597,31.265408
上海市浦东新区周市路1321号,中国,上海市,21.0,上海市,浦东新区,"121.583412,31.113300",121.583412,31.1133
上海市浦东新区康巴路250弄,中国,上海市,21.0,上海市,浦东新区,"121.563151,31.127446",121.563151,31.127446
上海市浦东新区南新村赵家厍,中国,上海市,21.0,上海市,浦东新区,"121.542369,31.170524",121.542369,31.170524
上海市浦东新区商城路1317弄,中国,上海市,21.0,上海市,浦东新区,"121.530652,31.236395",121.530652,31.236395
上海市浦东新区中科路申江路交界口工地生活区,中国,上海市,21.0,上海市,浦东新区,"121.623054,31.187542",121.623054,31.187542
上海市浦东新区康花路661号工地生活区,中国,上海市,21.0,上海市,黄浦区,"121.470576,31.223221",121.470576,31.223221
上海市浦东新区栖山路401弄,中国,上海市,21.0,上海市,浦东新区,"121.549629,31.247783",121.549629,31.247783
上海市浦东新区乳山路200弄,中国,上海市,21.0,上海市,浦东新区,"121.529018,31.236894",121.529018,31.236894
上海市浦东新区永业路193弄,中国,上海市,21.0,上海市,浦东新区,"121.614909,31.267215",121.614909,31.267215
上海市浦东新区民丰村李家宅,中国,上海市,21.0,上海市,浦东新区,"121.549804,31.161626",121.549804,31.161626
上海市浦东新区鹏飞路28弄,中国,上海市,21.0,上海市,浦东新区,"121.556563,31.173033",121.556563,31.173033
上海市浦东新区浦三路858弄,中国,上海市,21.0,上海市,浦东新区,"121.518194,31.182092",121.518194,31.182092
上海市浦东新区苗桥路935弄,中国,上海市,21.0,上海市,浦东新区,"121.628071,31.130030",121.628071,31.13003
上海市浦东新区上南路1251弄,中国,上海市,21.0,上海市,浦东新区,"121.497206,31.172397",121.497206,31.172397
上海市浦东新区凌河路354弄,中国,上海市,21.0,上海市,浦东新区,"121.598906,31.274489",121.598906,31.274489
上海市浦东新区浦三路817弄,中国,上海市,21.0,上海市,浦东新区,"121.519828,31.183069",121.519828,31.183069
上海市浦东新区创业路78弄,中国,上海市,21.0,上海市,浦东新区,"121.610226,31.143996",121.610226,31.143996
上海市浦东新区勤益村,中国,上海市,21.0,上海市,浦东新区,"121.710353,31.209297",121.710353,31.209297
上海市浦东新区芳甸路77弄,中国,上海市,21.0,上海市,浦东新区,"121.558433,31.229605",121.558433,31.229605
上海市浦东新区南阜村,中国,上海市,21.0,上海市,浦东新区,"121.519669,31.130224",121.519669,31.130224
上海市浦东新区周秀路336弄,中国,上海市,21.0,上海市,浦东新区,"121.606883,31.094840",121.606883,31.09484
上海市浦东新区御桥村印家队东印家圈,中国,上海市,21.0,上海市,浦东新区,"121.558022,31.168008",121.558022,31.168008
上海市浦东新区永建路86弄,中国,上海市,21.0,上海市,浦东新区,"121.616251,31.263011",121.616251,31.263011
上海市浦东新区宁桥路825号,中国,上海市,21.0,上海市,浦东新区,"121.620480,31.253504",121.62048,31.253504
上海市浦东新区浦三路637弄,中国,上海市,21.0,上海市,浦东新区,"121.518176,31.188778",121.518176,31.188778
上海市浦东新区北艾路828弄,中国,上海市,21.0,上海市,浦东新区,"121.540208,31.184551",121.540208,31.184551
上海市浦东新区航东村,中国,上海市,21.0,上海市,浦东新区,"121.599392,31.028466",121.599392,31.028466
上海市浦东新区浦三路628弄,中国,上海市,21.0,上海市,浦东新区,"121.515913,31.188736",121.515913,31.188736
上海市浦东新区红枫路108弄,中国,上海市,21.0,上海市,浦东新区,"121.588182,31.243887",121.588182,31.243887
上海市浦东新区尚博路650弄,中国,上海市,21.0,上海市,浦东新区,"121.524178,31.149731",121.524178,31.149731
上海市浦东新区汤巷中心村,中国,上海市,21.0,上海市,浦东新区,"121.609080,31.143247",121.60908,31.143247
上海市浦东新区新丰村万翔宅,中国,上海市,21.0,上海市,浦东新区,"121.650818,31.158940",121.650818,31.15894
上海市浦东新区顾东村,中国,上海市,21.0,上海市,浦东新区,"121.661376,31.293138",121.661376,31.293138
上海市浦东新区胡巷村金家宅,中国,上海市,21.0,上海市,浦东新区,"121.586719,31.125041",121.586719,31.125041
上海市浦东新区大众村中心新村,中国,上海市,21.0,上海市,浦东新区,"121.648370,31.228527",121.64837,31.228527
上海市浦东新区施湾二路1026弄,中国,上海市,21.0,上海市,浦东新区,"121.749545,31.140487",121.749545,31.140487
上海市浦东新区佳虹路50弄,中国,上海市,21.0,上海市,浦东新区,"121.613603,31.266980",121.613603,31.26698
上海市浦东新区红旗村,中国,上海市,21.0,上海市,浦东新区,"121.754039,31.167657",121.754039,31.167657
上海市浦东新区羽山路600弄,中国,上海市,21.0,上海市,浦东新区,"121.547669,31.232692",121.547669,31.232692
上海市浦东新区金高路2131弄,中国,上海市,21.0,上海市,浦东新区,"121.609184,31.261309",121.609184,31.261309
上海市浦东新区三彩路59弄,中国,上海市,21.0,上海市,浦东新区,"121.500161,31.127126",121.500161,31.127126
上海市浦东新区瑞建路88弄,中国,上海市,21.0,上海市,浦东新区,"121.601031,31.098898",121.601031,31.098898
上海市浦东新区拱乐路2400弄,中国,上海市,21.0,上海市,浦东新区,"121.768505,31.063178",121.768505,31.063178
上海市浦东新区锦绣路666弄,中国,上海市,21.0,上海市,浦东新区,"121.557360,31.223189",121.55736,31.223189
上海市浦东新区临江村周南队周家宅,中国,上海市,21.0,上海市,浦东新区,"121.474704,31.117297",121.474704,31.117297
上海市浦东新区崮山路251弄,中国,上海市,21.0,上海市,浦东新区,"121.553836,31.246413",121.553836,31.246413
上海市浦东新区牟平路154弄,中国,上海市,21.0,上海市,浦东新区,"121.597332,31.264573",121.597332,31.264573
上海市浦东新区枣庄路399弄,中国,上海市,21.0,上海市,浦东新区,"121.578251,31.255775",121.578251,31.255775
上海市浦东新区昌里东路71弄,中国,上海市,21.0,上海市,浦东新区,"121.504910,31.177314",121.50491,31.177314
上海市浦东新区长岛路259弄,中国,上海市,21.0,上海市,浦东新区,"121.577598,31.266108",121.577598,31.266108
上海市浦东新区金杨路785弄,中国,上海市,21.0,上海市,浦东新区,"121.583676,31.254331",121.583676,31.254331
上海市浦东新区梅花路230弄,中国,上海市,21.0,上海市,浦东新区,"121.542426,31.208578",121.542426,31.208578
上海市浦东新区南泉路1211弄,中国,上海市,21.0,上海市,浦东新区,"121.523066,31.213347",121.523066,31.213347
上海市浦东新区康杉路151弄,中国,上海市,21.0,上海市,浦东新区,"121.559786,31.150641",121.559786,31.150641
上海市浦东新区成山路558号,中国,上海市,21.0,上海市,浦东新区,"121.508317,31.172006",121.508317,31.172006
上海市浦东新区上浦路510弄,中国,上海市,21.0,上海市,浦东新区,"121.499138,31.145748",121.499138,31.145748
上海市浦东新区柴场村,中国,上海市,21.0,上海市,浦东新区,"121.726110,31.181030",121.72611,31.18103
上海市浦东新区民众村运河,中国,上海市,21.0,上海市,浦东新区,"121.671313,31.276578",121.671313,31.276578
上海市浦东新区西,中国,上海市,21.0,上海市,浦东新区,"121.544379,31.221517",121.544379,31.221517
上海市浦东新区康杉路608弄,中国,上海市,21.0,上海市,浦东新区,"121.564476,31.146107",121.564476,31.146107
上海市浦东新区拱川路561弄,中国,上海市,21.0,上海市,浦东新区,"121.738452,31.063188",121.738452,31.063188
上海市浦东新区峨山路280弄,中国,上海市,21.0,上海市,浦东新区,"121.526694,31.214418",121.526694,31.214418
上海市浦东新区锦和路289弄,中国,上海市,21.0,上海市,浦东新区,"121.538180,31.205594",121.53818,31.205594
上海市浦东新区栏学路328弄,中国,上海市,21.0,上海市,浦东新区,"121.665943,31.167452",121.665943,31.167452
上海市浦东新区南泉路1111弄,中国,上海市,21.0,上海市,浦东新区,"121.522943,31.213436",121.522943,31.213436
上海市浦东新区迎春路1355弄,中国,上海市,21.0,上海市,浦东新区,"121.562822,31.228941",121.562822,31.228941
上海市浦东新区清溪路365弄,中国,上海市,21.0,上海市,浦东新区,"121.571940,31.338430",121.57194,31.33843
上海市浦东新区龚路公路700号,中国,上海市,21.0,上海市,浦东新区,"121.695308,31.263931",121.695308,31.263931
上海市浦东新区海鸣路98弄,中国,上海市,21.0,上海市,浦东新区,"121.672462,31.282710",121.672462,31.28271
上海市浦东新区海容路399弄,中国,上海市,21.0,上海市,浦东新区,"121.679184,31.282002",121.679184,31.282002
上海市浦东新区龚华路35弄,中国,上海市,21.0,上海市,浦东新区,"121.685960,31.270435",121.68596,31.270435
上海市浦东新区新安村,中国,上海市,21.0,上海市,浦东新区,"121.681339,31.023252",121.681339,31.023252
上海市浦东新区清溪路400弄,中国,上海市,21.0,上海市,浦东新区,"121.570408,31.341319",121.570408,31.341319
